"","id","loci","n.loci","LLRpair","dam","LLRdam","sire","LLRsire"
"236","adapter_trim.F1-J14-pH8.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.29,"adapter_trim.F0-B10.bam",-0.25,"adapter_trim.F0-B17.bam",-0.61
"237","adapter_trim.F1-J158-pH8.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.59,"adapter_trim.F0-B11.bam",-0.03,"adapter_trim.F0-B9.bam",-0.69
"238","adapter_trim.F1-J162-pH8.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.63,"adapter_trim.F0-B27.bam",-0.23,"adapter_trim.F0-B5.bam",-0.56
"239","adapter_trim.F1-J16-pH8.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.26,"adapter_trim.F0-B14.bam",-0.5,"adapter_trim.F0-B3.bam",-0.46
"240","adapter_trim.201.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.38,"adapter_trim.F0-B20.bam",-0.64,"adapter_trim.F0-B4.bam",-0.74
"241","adapter_trim.F1-J205-pH75.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.13,"adapter_trim.F0-B13.bam",-0.38,"adapter_trim.F0-B9.bam",-0.78
"242","adapter_trim.F1-J314-pH75.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.44,"adapter_trim.F0-B27.bam",-0.19,"adapter_trim.F0-B4.bam",-0.08
"243","adapter_trim.F1-B16-pH75.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.44,"adapter_trim.F0-B13.bam",-0.46,"adapter_trim.F0-B22.bam",-0.46
"244","adapter_trim.F1-B20-pH75.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,1.1,"adapter_trim.F0-B10.bam",-0.21,"adapter_trim.F0-B3.bam",-0.15
"245","adapter_trim.F1-B21-pH75.bam","CM084267_1_5161036.0, CM084279_1_10147284.0, CM084268_1_24031315.0, CM084265_1_61648598.0, CM084270_1_46589386.1, CM084265_1_70799357.1, CM084274_1_4796079.1, CM084267_1_5882424.0, CM084268_1_50679551.0, CM084266_1_68322194.0, CM084264_1_70471577.1, CM084265_1_1816578.0, CM084274_1_4694558.0, CM084265_1_69230159.0, CM084264_1_64489814.0, CM084268_1_28851946.0, CM084268_1_1326643.1, CM084267_1_50392699.0, CM084264_1_72118697.0, CM084273_1_31865846.1, CM084265_1_71796271.0, CM084278_1_22644846.0, CM084275_1_327918.0, CM084265_1_72636278.1, CM084276_1_38558658.0, CM084264_1_69271981.1, CM084276_1_20157071.1, CM084277_1_30611511.0, CM084274_1_42859637.0, CM084265_1_72926026.0, CM084267_1_2653032.1, CM084270_1_4920935.1, CM084268_1_50225502.0, CM084264_1_68685021.0, CM084266_1_70181820.1, CM084272_1_1894340.0, CM084270_1_46587591.1, CM084264_1_73926160.0, CM084266_1_70706235.0, CM084279_1_31073085.0, CM084276_1_37353183.1, CM084268_1_28845782.1, CM084271_1_3820382.1, CM084264_1_66439662.0, CM084265_1_71265269.0, CM084279_1_31073085.1, CM084266_1_63468235.0, CM084265_1_69230159.1, CM084272_1_33617974.0, CM084268_1_24031324.0",50,0.34,"adapter_trim.F0-B16.bam",-0.52,"adapter_trim.F0-B25.bam",-0.37
"246","adapter_trim.154.bam","CM084276_1_1625272.0, CM084275_1_1304702.1, CM084279_1_1062144.1, CM084275_1_40706385.0, CM084269_1_15812959.1, CM084278_1_20701460.1, CM084270_1_19464627.1, CM084269_1_1538788.0, CM084266_1_58087775.0, CM084278_1_20625578.0, CM084264_1_72117194.0, CM084266_1_68960355.0, CM084264_1_61227544.0, CM084265_1_70800987.0, CM084265_1_66141859.1, CM084270_1_4921089.0, CM084265_1_72991915.1, CM084267_1_2910818.0, CM084265_1_64586071.1, CM084273_1_31865682.0, CM084276_1_1849333.0, CM084269_1_1572335.1, CM084268_1_49082756.0, CM084264_1_73931171.0, CM084275_1_126552.1, CM084269_1_1567133.1, CM084279_1_10151202.1, CM084266_1_71166448.0, CM084264_1_70174613.0, CM084275_1_400320.1, CM084271_1_44075852.1, CM084269_1_1558064.1, CM084264_1_6517652.1, CM084269_1_1558041.1, CM084274_1_34977123.0, CM084270_1_42355508.0, CM084271_1_37244915.0, CM084264_1_26773650.1, CM084279_1_32915259.1, CM084265_1_14403532.1, CM084275_1_38995254.0, CM084275_1_328864.1, CM084278_1_20736236.0, CM084275_1_661848.1, CM084265_1_68806446.1, CM084269_1_43525116.0, CM084265_1_60219092.0, CM084268_1_28845501.1, CM084268_1_276460.1, CM084276_1_1856070.0",50,0.34,"adapter_trim.F0-B14.bam",-0.26,"adapter_trim.F0-B25.bam",-0.35
"247","adapter_trim.5.bam","CM084276_1_1625272.0, CM084275_1_1304702.1, CM084279_1_1062144.1, CM084275_1_40706385.0, CM084269_1_15812959.1, CM084278_1_20701460.1, CM084270_1_19464627.1, CM084269_1_1538788.0, CM084266_1_58087775.0, CM084278_1_20625578.0, CM084264_1_72117194.0, CM084266_1_68960355.0, CM084264_1_61227544.0, CM084265_1_70800987.0, CM084265_1_66141859.1, CM084270_1_4921089.0, CM084265_1_72991915.1, CM084267_1_2910818.0, CM084265_1_64586071.1, CM084273_1_31865682.0, CM084276_1_1849333.0, CM084269_1_1572335.1, CM084268_1_49082756.0, CM084264_1_73931171.0, CM084275_1_126552.1, CM084269_1_1567133.1, CM084279_1_10151202.1, CM084266_1_71166448.0, CM084264_1_70174613.0, CM084275_1_400320.1, CM084271_1_44075852.1, CM084269_1_1558064.1, CM084264_1_6517652.1, CM084269_1_1558041.1, CM084274_1_34977123.0, CM084270_1_42355508.0, CM084271_1_37244915.0, CM084264_1_26773650.1, CM084279_1_32915259.1, CM084265_1_14403532.1, CM084275_1_38995254.0, CM084275_1_328864.1, CM084278_1_20736236.0, CM084275_1_661848.1, CM084265_1_68806446.1, CM084269_1_43525116.0, CM084265_1_60219092.0, CM084268_1_28845501.1, CM084268_1_276460.1, CM084276_1_1856070.0",50,0.22,"adapter_trim.F0-B20.bam",-0.31,"adapter_trim.F0-B1.bam",-0.43
"248","adapter_trim.203.bam","CM084276_1_1625272.0, CM084275_1_1304702.1, CM084279_1_1062144.1, CM084275_1_40706385.0, CM084269_1_15812959.1, CM084278_1_20701460.1, CM084270_1_19464627.1, CM084269_1_1538788.0, CM084266_1_58087775.0, CM084278_1_20625578.0, CM084264_1_72117194.0, CM084266_1_68960355.0, CM084264_1_61227544.0, CM084265_1_70800987.0, CM084265_1_66141859.1, CM084270_1_4921089.0, CM084265_1_72991915.1, CM084267_1_2910818.0, CM084265_1_64586071.1, CM084273_1_31865682.0, CM084276_1_1849333.0, CM084269_1_1572335.1, CM084268_1_49082756.0, CM084264_1_73931171.0, CM084275_1_126552.1, CM084269_1_1567133.1, CM084279_1_10151202.1, CM084266_1_71166448.0, CM084264_1_70174613.0, CM084275_1_400320.1, CM084271_1_44075852.1, CM084269_1_1558064.1, CM084264_1_6517652.1, CM084269_1_1558041.1, CM084274_1_34977123.0, CM084270_1_42355508.0, CM084271_1_37244915.0, CM084264_1_26773650.1, CM084279_1_32915259.1, CM084265_1_14403532.1, CM084275_1_38995254.0, CM084275_1_328864.1, CM084278_1_20736236.0, CM084275_1_661848.1, CM084265_1_68806446.1, CM084269_1_43525116.0, CM084265_1_60219092.0, CM084268_1_28845501.1, CM084268_1_276460.1, CM084276_1_1856070.0",50,0.19,"adapter_trim.F0-B4.bam",-0.44,"adapter_trim.F0-B21.bam",-0.89
"249","adapter_trim.F1-J311-pH75.bam","CM084276_1_1625272.0, CM084275_1_1304702.1, CM084279_1_1062144.1, CM084275_1_40706385.0, CM084269_1_15812959.1, CM084278_1_20701460.1, CM084270_1_19464627.1, CM084269_1_1538788.0, CM084266_1_58087775.0, CM084278_1_20625578.0, CM084264_1_72117194.0, CM084266_1_68960355.0, CM084264_1_61227544.0, CM084265_1_70800987.0, CM084265_1_66141859.1, CM084270_1_4921089.0, CM084265_1_72991915.1, CM084267_1_2910818.0, CM084265_1_64586071.1, CM084273_1_31865682.0, CM084276_1_1849333.0, CM084269_1_1572335.1, CM084268_1_49082756.0, CM084264_1_73931171.0, CM084275_1_126552.1, CM084269_1_1567133.1, CM084279_1_10151202.1, CM084266_1_71166448.0, CM084264_1_70174613.0, CM084275_1_400320.1, CM084271_1_44075852.1, CM084269_1_1558064.1, CM084264_1_6517652.1, CM084269_1_1558041.1, CM084274_1_34977123.0, CM084270_1_42355508.0, CM084271_1_37244915.0, CM084264_1_26773650.1, CM084279_1_32915259.1, CM084265_1_14403532.1, CM084275_1_38995254.0, CM084275_1_328864.1, CM084278_1_20736236.0, CM084275_1_661848.1, CM084265_1_68806446.1, CM084269_1_43525116.0, CM084265_1_60219092.0, CM084268_1_28845501.1, CM084268_1_276460.1, CM084276_1_1856070.0",50,0.76,"adapter_trim.F0-B10.bam",-0.16,"adapter_trim.F0-B22.bam",-0.06
"250","adapter_trim.F1-B25-pH8.bam","CM084276_1_1625272.0, CM084275_1_1304702.1, CM084279_1_1062144.1, CM084275_1_40706385.0, CM084269_1_15812959.1, CM084278_1_20701460.1, CM084270_1_19464627.1, CM084269_1_1538788.0, CM084266_1_58087775.0, CM084278_1_20625578.0, CM084264_1_72117194.0, CM084266_1_68960355.0, CM084264_1_61227544.0, CM084265_1_70800987.0, CM084265_1_66141859.1, CM084270_1_4921089.0, CM084265_1_72991915.1, CM084267_1_2910818.0, CM084265_1_64586071.1, CM084273_1_31865682.0, CM084276_1_1849333.0, CM084269_1_1572335.1, CM084268_1_49082756.0, CM084264_1_73931171.0, CM084275_1_126552.1, CM084269_1_1567133.1, CM084279_1_10151202.1, CM084266_1_71166448.0, CM084264_1_70174613.0, CM084275_1_400320.1, CM084271_1_44075852.1, CM084269_1_1558064.1, CM084264_1_6517652.1, CM084269_1_1558041.1, CM084274_1_34977123.0, CM084270_1_42355508.0, CM084271_1_37244915.0, CM084264_1_26773650.1, CM084279_1_32915259.1, CM084265_1_14403532.1, CM084275_1_38995254.0, CM084275_1_328864.1, CM084278_1_20736236.0, CM084275_1_661848.1, CM084265_1_68806446.1, CM084269_1_43525116.0, CM084265_1_60219092.0, CM084268_1_28845501.1, CM084268_1_276460.1, CM084276_1_1856070.0",50,0.62,"adapter_trim.F0-B27.bam",-0.1,"adapter_trim.F0-B22.bam",-0.18
"251","adapter_trim.F1-B7-pH8.bam","CM084276_1_1625272.0, CM084275_1_1304702.1, CM084279_1_1062144.1, CM084275_1_40706385.0, CM084269_1_15812959.1, CM084278_1_20701460.1, CM084270_1_19464627.1, CM084269_1_1538788.0, CM084266_1_58087775.0, CM084278_1_20625578.0, CM084264_1_72117194.0, CM084266_1_68960355.0, CM084264_1_61227544.0, CM084265_1_70800987.0, CM084265_1_66141859.1, CM084270_1_4921089.0, CM084265_1_72991915.1, CM084267_1_2910818.0, CM084265_1_64586071.1, CM084273_1_31865682.0, CM084276_1_1849333.0, CM084269_1_1572335.1, CM084268_1_49082756.0, CM084264_1_73931171.0, CM084275_1_126552.1, CM084269_1_1567133.1, CM084279_1_10151202.1, CM084266_1_71166448.0, CM084264_1_70174613.0, CM084275_1_400320.1, CM084271_1_44075852.1, CM084269_1_1558064.1, CM084264_1_6517652.1, CM084269_1_1558041.1, CM084274_1_34977123.0, CM084270_1_42355508.0, CM084271_1_37244915.0, CM084264_1_26773650.1, CM084279_1_32915259.1, CM084265_1_14403532.1, CM084275_1_38995254.0, CM084275_1_328864.1, CM084278_1_20736236.0, CM084275_1_661848.1, CM084265_1_68806446.1, CM084269_1_43525116.0, CM084265_1_60219092.0, CM084268_1_28845501.1, CM084268_1_276460.1, CM084276_1_1856070.0",50,0.52,"adapter_trim.F0-B14.bam",-0.24,"adapter_trim.F0-B5.bam",-0.21
"252","adapter_trim.F1-B21-pH75.bam","CM084276_1_1625272.0, CM084275_1_1304702.1, CM084279_1_1062144.1, CM084275_1_40706385.0, CM084269_1_15812959.1, CM084278_1_20701460.1, CM084270_1_19464627.1, CM084269_1_1538788.0, CM084266_1_58087775.0, CM084278_1_20625578.0, CM084264_1_72117194.0, CM084266_1_68960355.0, CM084264_1_61227544.0, CM084265_1_70800987.0, CM084265_1_66141859.1, CM084270_1_4921089.0, CM084265_1_72991915.1, CM084267_1_2910818.0, CM084265_1_64586071.1, CM084273_1_31865682.0, CM084276_1_1849333.0, CM084269_1_1572335.1, CM084268_1_49082756.0, CM084264_1_73931171.0, CM084275_1_126552.1, CM084269_1_1567133.1, CM084279_1_10151202.1, CM084266_1_71166448.0, CM084264_1_70174613.0, CM084275_1_400320.1, CM084271_1_44075852.1, CM084269_1_1558064.1, CM084264_1_6517652.1, CM084269_1_1558041.1, CM084274_1_34977123.0, CM084270_1_42355508.0, CM084271_1_37244915.0, CM084264_1_26773650.1, CM084279_1_32915259.1, CM084265_1_14403532.1, CM084275_1_38995254.0, CM084275_1_328864.1, CM084278_1_20736236.0, CM084275_1_661848.1, CM084265_1_68806446.1, CM084269_1_43525116.0, CM084265_1_60219092.0, CM084268_1_28845501.1, CM084268_1_276460.1, CM084276_1_1856070.0",50,0.21,"adapter_trim.F0-B16.bam",-0.29,"adapter_trim.F0-B4.bam",-0.45
