"","id","loci","n.loci","LLRpair","dam","LLRdam","sire","LLRsire"
"420","adapter_trim.F1-B7-pH8.bam","CM084264_1_70390974.0, CM084271_1_44075852.1, CM084278_1_15228688.1, CM084268_1_2713891.1, CM084268_1_50225017.1, CM084267_1_11257252.1, CM084267_1_2910818.0, CM084275_1_25395480.1, CM084272_1_2073141.1, CM084274_1_4864445.0, CM084269_1_1549398.1, CM084269_1_10663251.0, CM084270_1_32126728.0, CM084267_1_8118654.1, CM084265_1_66141830.1, CM084272_1_43331300.0, CM084275_1_327918.0, CM084264_1_65424.1, CM084269_1_15799390.0, CM084274_1_4796884.0, CM084273_1_42285571.1, CM084267_1_1134553.0, CM084264_1_61167131.1, CM084267_1_48167440.0, CM084270_1_8242296.0, CM084266_1_58087797.1, CM084277_1_29782029.0, CM084266_1_46766313.1, CM084264_1_2737867.0, CM084265_1_72074244.1, CM084267_1_51919009.0, CM084279_1_161458.1, CM084265_1_64735335.1, CM084275_1_25397304.1, CM084266_1_23295280.0, CM084264_1_68685021.1, CM084272_1_36474242.1, CM084268_1_2832731.1, CM084268_1_50739136.0, CM084265_1_70799357.0, CM084267_1_6420828.1, CM084265_1_8362505.0, CM084274_1_4861946.0, CM084266_1_69141202.0, CM084264_1_66439902.1, CM084266_1_57884345.0, CM084271_1_290137.0, CM084277_1_30611564.0, CM084273_1_32698879.1, CM084278_1_20689098.1",50,0.17,"adapter_trim.F0-B27.bam",-0.47,"adapter_trim.F0-B21.bam",-0.46
"421","adapter_trim.101.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.2,"adapter_trim.F0-B14.bam",-0.58,"adapter_trim.F0-B2.bam",-0.87
"422","adapter_trim.F1-J13-pH8.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.73,"adapter_trim.F0-B3.bam",-0.58,"adapter_trim.F0-B21.bam",-0.25
"423","adapter_trim.F1-J6-pH8.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.65,"adapter_trim.F0-B20.bam",0.02,"adapter_trim.F0-B17.bam",-0.44
"424","adapter_trim.253.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.19,"adapter_trim.F0-B14.bam",-0.26,"adapter_trim.F0-B7.bam",-0.73
"425","adapter_trim.F1-J205-pH75.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.22,"adapter_trim.F0-B14.bam",-0.12,"adapter_trim.F0-B6.bam",-0.61
"426","adapter_trim.F1-J314-pH75.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.38,"adapter_trim.F0-B14.bam",-0.07,"adapter_trim.F0-B18.bam",-0.35
"427","adapter_trim.F1-B1-pH8.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.69,"adapter_trim.F0-B7.bam",-0.55,"adapter_trim.F0-B5.bam",-0.68
"428","adapter_trim.F1-B4-pH8.bam","CM084276_1_56075.1, CM084266_1_66377772.1, CM084266_1_50301523.1, CM084265_1_14403550.1, CM084264_1_69712159.1, CM084271_1_379011.1, CM084279_1_32917233.0, CM084265_1_70577871.1, CM084272_1_25266666.1, CM084277_1_30629891.0, CM084265_1_8362532.1, CM084264_1_15064482.1, CM084268_1_24031315.1, CM084268_1_22932621.1, CM084264_1_74076720.1, CM084265_1_64735174.1, CM084264_1_70191778.0, CM084277_1_29780641.1, CM084271_1_19655939.0, CM084279_1_1196450.1, CM084275_1_319814.0, CM084269_1_15828546.0, CM084276_1_38285682.0, CM084267_1_6421241.0, CM084279_1_1064677.1, CM084273_1_32698894.0, CM084265_1_64735166.1, CM084276_1_60278.1, CM084269_1_1567360.0, CM084264_1_71189810.1, CM084265_1_73060663.0, CM084264_1_8233152.1, CM084278_1_16767353.0, CM084272_1_33454573.0, CM084266_1_38532344.0, CM084279_1_32641182.0, CM084265_1_70800987.1, CM084275_1_40706324.0, CM084268_1_23612534.1, CM084265_1_71827738.0, CM084269_1_43525146.1, CM084269_1_12905597.1, CM084269_1_4625304.0, CM084274_1_4795479.1, CM084265_1_8362532.1, CM084274_1_4864007.0, CM084274_1_34977131.0, CM084278_1_4074299.1, CM084269_1_35627230.0, CM084264_1_63760.1",50,0.45,"adapter_trim.F0-B7.bam",-0.49,"adapter_trim.F0-B22.bam",-0.79
"429","adapter_trim.154.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.56,"adapter_trim.F0-B10.bam",-0.61,"adapter_trim.F0-B11.bam",-0.44
"430","adapter_trim.155.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.47,"adapter_trim.F0-B2.bam",-0.32,"adapter_trim.F0-B5.bam",-0.68
"431","adapter_trim.F1-J16-pH8.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.42,"adapter_trim.F0-B20.bam",-0.62,"adapter_trim.F0-B7.bam",-0.38
"432","adapter_trim.F1-J69-pH8.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.29,"adapter_trim.F0-B20.bam",-0.69,"adapter_trim.F0-B21.bam",-0.5
"433","adapter_trim.F1-J311-pH75.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.34,"adapter_trim.F0-B13.bam",-0.24,"adapter_trim.F0-B4.bam",-0.57
"434","adapter_trim.F1-J313-pH75.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.14,"adapter_trim.F0-B11.bam",-0.54,"adapter_trim.F0-B21.bam",-0.47
"435","adapter_trim.F1-B11-pH8.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.78,"adapter_trim.F0-B14.bam",-0.42,"adapter_trim.F0-B22.bam",-0.25
"436","adapter_trim.F1-B8-pH8.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.15,"adapter_trim.F0-B26.bam",-0.11,"adapter_trim.F0-B5.bam",-0.52
"437","adapter_trim.F1-B6-pH75.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.42,"adapter_trim.F0-B2.bam",-0.43,"adapter_trim.F0-B15.bam",-0.11
"438","adapter_trim.F1-B8-pH75.bam","CM084267_1_51167077.0, CM084279_1_1062144.0, CM084268_1_18519471.1, CM084271_1_44086160.1, CM084273_1_21179215.0, CM084274_1_4864682.1, CM084264_1_66525951.0, CM084276_1_4238124.0, CM084278_1_23541042.0, CM084271_1_1033926.0, CM084267_1_13229742.0, CM084270_1_42348998.1, CM084274_1_4694282.0, CM084274_1_4773524.1, CM084279_1_161386.1, CM084264_1_74800241.1, CM084274_1_34977132.1, CM084279_1_1062150.1, CM084274_1_42859664.1, CM084269_1_40338569.0, CM084266_1_69806306.0, CM084271_1_1034868.0, CM084268_1_28845823.1, CM084277_1_1868381.0, CM084269_1_46688879.1, CM084264_1_26777912.0, CM084278_1_20689098.1, CM084266_1_69063995.1, CM084277_1_5803906.1, CM084271_1_19655964.0, CM084265_1_791030.1, CM084266_1_68515581.0, CM084265_1_1816612.1, CM084264_1_66439628.0, CM084278_1_20732803.1, CM084266_1_64723799.0, CM084275_1_25395462.0, CM084266_1_69141121.1, CM084277_1_30027552.0, CM084270_1_4751853.1, CM084264_1_75278291.1, CM084267_1_2910818.0, CM084265_1_58036330.1, CM084276_1_935739.0, CM084276_1_1856070.1, CM084271_1_44228071.0, CM084271_1_44075863.1, CM084274_1_4795482.1, CM084268_1_82411.1, CM084266_1_71166412.0",50,0.42,"adapter_trim.F0-B27.bam",-0.01,"adapter_trim.F0-B22.bam",-0.36
